crop,region,rainfall_mm,avg_temp_c,N_kg_ha,P_kg_ha,K_kg_ha,soil_ph,area_acres,yield_quintal_per_acre
Wheat,Madhya Pradesh,772.8,26.3,83.8,65.1,44.7,5.55,2.34,13.62
Rice,Punjab,1714.7,21.1,142.9,26.9,60.6,6.25,5.19,15.18
Rice,Bihar,1198.2,22.5,58.4,53.8,25.6,6.33,4.65,18.44
Maize,Punjab,927.3,29.2,85.4,91.1,63.1,6.11,6.7,14.9
Wheat,Bihar,641.9,13.1,153.0,53.2,30.5,7.7,3.76,13.9
Wheat,Punjab,637.6,11.8,95.7,63.5,50.4,7.67,3.64,17.2
Maize,West Bengal,279.7,25.3,77.4,93.9,26.0,6.41,4.49,12.91
Maize,Uttar Pradesh,338.3,19.2,141.2,74.2,41.4,6.17,4.2,17.33
Maize,Uttar Pradesh,584.4,33.1,49.6,70.9,23.9,5.81,5.69,16.04
Maize,Madhya Pradesh,422.6,33.4,56.1,84.6,46.5,5.27,9.39,14.88
Rice,Punjab,442.1,21.7,168.2,90.8,38.9,5.9,7.85,14.69
Rice,West Bengal,1165.9,35.0,58.5,50.0,29.8,6.35,1.79,18.28
Rice,Uttar Pradesh,1692.5,32.3,112.2,71.6,50.0,6.73,1.09,20.88
Wheat,Uttar Pradesh,618.1,21.3,179.4,73.1,64.3,5.69,7.74,15.96
Wheat,Madhya Pradesh,775.4,12.1,159.9,22.7,59.8,8.17,6.84,10.69
Maize,Madhya Pradesh,1059.0,27.0,152.0,61.1,25.6,7.19,7.0,15.16
Wheat,Madhya Pradesh,235.6,18.1,136.9,79.1,27.1,7.46,2.63,14.97
Wheat,Madhya Pradesh,242.8,29.0,171.0,85.6,14.2,5.8,7.07,9.86
Rice,Uttar Pradesh,583.0,20.6,133.4,69.2,55.5,5.12,5.41,14.19
Rice,Madhya Pradesh,876.9,29.1,78.2,69.1,38.5,5.22,5.31,18.93
Rice,West Bengal,1762.5,23.8,160.6,24.1,54.8,6.97,7.84,14.45
Rice,Madhya Pradesh,944.6,34.0,169.6,45.4,57.9,6.95,0.7,19.01
Wheat,West Bengal,260.0,10.7,115.5,81.1,27.7,5.73,4.67,13.58
Maize,Uttar Pradesh,360.6,19.7,41.2,70.4,57.9,6.56,6.69,14.83
Wheat,West Bengal,541.5,15.2,116.8,77.0,25.0,6.84,3.87,16.17
Rice,Maharashtra,1214.1,26.3,73.4,20.7,31.3,5.31,5.93,17.6
Rice,Madhya Pradesh,673.3,19.5,55.3,89.4,24.8,6.38,6.55,12.81
Rice,Bihar,527.8,35.4,110.9,34.5,58.8,5.4,3.2,16.98
Maize,Punjab,997.8,16.6,94.2,75.7,60.9,5.4,6.2,13.0
Wheat,Madhya Pradesh,451.7,27.4,64.6,69.8,37.5,5.32,2.19,17.12
Rice,Maharashtra,1228.8,21.6,178.4,71.6,27.6,5.59,4.51,22.12
Maize,Punjab,886.3,26.9,79.9,101.4,55.3,5.06,2.04,15.19
Rice,Bihar,1501.5,19.3,158.5,57.2,60.3,6.85,8.22,17.61
Maize,West Bengal,936.7,18.3,180.6,26.6,42.2,5.18,4.38,12.35
Wheat,Punjab,671.9,20.5,88.3,68.6,47.7,6.94,5.52,17.94
Rice,Bihar,791.4,18.5,118.8,46.3,56.3,6.68,3.51,18.14
Rice,Madhya Pradesh,821.9,31.3,152.4,67.6,29.2,5.5,6.71,18.66
Rice,West Bengal,1725.1,34.4,150.6,29.6,41.3,5.95,8.65,15.32
Maize,Bihar,1092.1,20.2,78.6,34.5,38.5,5.55,7.03,12.58
Maize,Madhya Pradesh,1016.9,27.9,133.3,97.1,41.6,4.9,7.29,16.03
Maize,Bihar,643.0,28.2,139.8,94.9,52.8,7.17,3.55,20.01
Rice,Bihar,2047.9,22.1,61.5,31.8,47.6,7.13,2.74,13.31
Maize,Maharashtra,946.5,32.8,106.5,76.2,22.6,7.63,6.02,14.28
Rice,Uttar Pradesh,843.3,36.4,145.3,43.2,58.7,5.34,1.16,16.89
Wheat,Uttar Pradesh,823.3,26.2,178.6,21.2,45.6,5.47,9.15,12.56
Wheat,Punjab,751.6,29.7,43.3,49.3,24.4,8.24,9.33,11.12
Rice,Bihar,1842.7,22.5,156.6,25.6,39.0,4.86,6.94,14.36
Maize,Maharashtra,944.3,24.3,99.6,53.1,43.6,7.03,9.07,18.09
Wheat,Punjab,620.1,18.0,179.8,87.7,53.7,7.59,9.78,16.58
Maize,Madhya Pradesh,731.5,14.7,155.7,87.9,19.1,6.74,5.5,17.07
Maize,Madhya Pradesh,651.9,21.6,96.4,96.6,22.7,7.29,2.36,17.45
Rice,Maharashtra,1547.2,24.4,90.4,44.8,50.6,5.83,3.93,20.39
Rice,Madhya Pradesh,1915.9,18.4,104.9,66.9,59.3,6.14,8.33,16.48
Wheat,Maharashtra,548.5,17.8,50.7,90.4,22.9,5.9,2.74,14.8
Maize,Madhya Pradesh,305.7,17.2,150.9,72.2,29.3,5.17,1.67,12.91
Rice,Bihar,1067.2,41.8,122.2,20.3,16.0,6.36,5.85,21.17
Maize,Madhya Pradesh,904.3,29.9,81.6,44.8,48.6,7.02,0.6,12.94
Wheat,Bihar,854.2,13.0,64.0,50.8,28.5,7.04,9.1,12.41
Maize,Madhya Pradesh,978.1,30.4,55.7,69.4,29.6,6.31,7.32,13.06
Rice,Bihar,1423.9,41.7,102.2,44.4,53.1,6.51,2.84,20.85
Maize,Punjab,1092.3,21.8,176.2,44.3,19.4,5.15,7.85,12.41
Maize,Maharashtra,1091.7,26.4,165.9,89.2,62.5,7.32,9.05,13.41
Wheat,Punjab,649.6,16.5,164.1,72.1,36.0,6.23,8.25,17.81
Rice,Madhya Pradesh,1718.2,22.8,143.9,77.2,20.4,4.89,9.52,16.5
Maize,Maharashtra,209.6,14.9,180.4,66.2,17.2,4.76,8.2,11.53
Wheat,Madhya Pradesh,779.0,28.4,88.9,53.7,57.2,7.97,1.89,13.15
Wheat,Bihar,232.7,14.9,123.3,28.9,19.1,7.7,1.62,15.4
Wheat,West Bengal,685.5,19.1,45.0,58.1,26.9,7.01,3.82,15.38
Rice,Madhya Pradesh,815.1,41.5,171.2,79.9,63.9,6.52,7.76,14.07
Maize,Maharashtra,747.2,26.6,106.8,43.1,35.9,7.62,3.09,20.98
Wheat,Punjab,213.0,21.0,164.1,20.2,36.3,6.94,5.5,12.76
Maize,Bihar,615.6,18.0,101.1,60.9,46.7,7.51,7.77,18.84
Rice,Maharashtra,1465.9,21.2,43.3,23.6,60.1,6.86,8.17,16.69
Maize,Maharashtra,245.0,17.9,123.5,47.1,54.9,5.9,7.28,14.06
Rice,Maharashtra,407.3,32.5,181.2,22.7,24.6,5.96,8.19,14.81
Rice,Uttar Pradesh,774.5,19.2,56.4,89.4,28.3,5.43,1.71,13.38
Rice,Madhya Pradesh,587.7,38.3,173.8,26.5,21.8,7.09,2.38,12.86
Rice,Bihar,1489.8,31.8,50.7,67.4,29.8,4.71,1.98,17.41
Maize,Maharashtra,253.5,26.0,46.1,48.6,52.9,7.07,8.9,15.25
Rice,West Bengal,1503.0,36.8,92.0,73.0,20.3,5.5,7.31,22.54
Rice,Bihar,616.4,31.9,140.1,25.0,38.5,6.61,7.61,17.36
Rice,Maharashtra,1278.2,33.4,96.2,22.9,19.1,6.3,9.96,21.47
Maize,Punjab,632.7,17.5,110.6,89.2,57.8,6.15,7.46,18.35
Maize,Maharashtra,312.8,32.3,133.7,61.8,48.5,5.46,7.81,16.04
Rice,Punjab,1805.9,18.1,51.2,43.9,60.8,5.66,8.93,12.64
Maize,Bihar,396.4,33.5,159.6,28.5,19.7,7.34,3.36,13.63
Maize,Bihar,789.1,15.1,152.8,76.6,22.7,6.6,6.19,17.98
Maize,Maharashtra,658.8,29.9,172.8,52.2,54.3,5.26,9.08,15.78
Rice,Uttar Pradesh,1641.5,36.6,68.6,51.9,55.4,5.62,9.85,20.62
Maize,West Bengal,1015.0,31.7,174.7,60.6,64.4,7.05,6.71,13.34
Wheat,Uttar Pradesh,437.9,14.9,48.4,30.6,32.1,6.43,5.65,16.24
Wheat,Maharashtra,889.0,13.4,121.4,24.5,55.2,7.04,4.57,13.67
Rice,Bihar,2029.6,30.2,151.1,25.9,38.8,5.89,9.41,15.31
Maize,Uttar Pradesh,818.8,21.1,182.0,86.8,46.7,6.75,9.96,18.79
Maize,Punjab,623.6,17.3,74.0,84.5,56.2,4.79,4.4,12.71
Rice,Bihar,1835.5,38.6,57.9,28.8,35.3,6.83,8.88,14.6
Rice,West Bengal,497.8,33.2,100.9,70.3,16.4,6.43,3.23,19.43
Maize,Bihar,400.8,17.2,62.3,90.1,18.8,6.87,1.01,12.91
Maize,Bihar,302.3,16.8,141.2,104.0,23.9,5.37,3.32,13.09
Maize,Maharashtra,408.1,31.9,86.5,52.4,19.1,4.87,2.58,14.01
Wheat,Maharashtra,697.7,24.3,45.1,38.9,24.5,6.27,9.55,14.89
Rice,Maharashtra,744.1,27.8,177.0,69.0,44.2,6.01,1.22,18.33
Maize,Maharashtra,438.7,14.8,90.9,30.6,17.2,6.09,9.46,15.06
Wheat,Maharashtra,236.4,25.7,175.3,65.2,21.3,7.13,1.61,13.36
Rice,Uttar Pradesh,1689.0,39.7,93.2,43.2,50.4,6.11,6.5,18.37
Rice,West Bengal,655.1,22.8,133.7,71.5,44.6,7.03,5.19,18.85
Wheat,Uttar Pradesh,613.7,19.8,77.2,37.4,54.9,5.98,0.55,16.72
Wheat,Punjab,624.5,14.8,167.7,60.7,24.7,8.18,5.69,15.02
Maize,Punjab,985.0,23.5,147.6,97.3,49.1,5.65,4.9,14.45
Maize,Maharashtra,304.8,30.9,82.3,66.8,25.9,6.25,5.84,14.29
Wheat,Bihar,548.7,15.8,136.5,53.8,29.2,6.16,8.64,17.36
Wheat,Madhya Pradesh,210.6,17.1,70.1,83.4,27.6,8.17,5.18,12.33
Wheat,Uttar Pradesh,763.9,28.7,46.4,74.9,21.5,7.3,4.03,12.95
Maize,West Bengal,751.5,20.1,45.2,59.0,28.5,4.68,5.18,16.77
Rice,Punjab,697.6,22.5,168.0,75.7,31.6,7.02,2.77,13.51
Rice,Bihar,804.1,17.9,53.5,52.2,31.3,5.12,7.3,13.73
Rice,Bihar,1005.5,28.5,139.2,63.2,36.4,6.28,9.08,26.15
Maize,West Bengal,347.3,16.1,72.0,92.2,40.3,7.12,4.01,12.54
Maize,West Bengal,489.1,25.7,58.0,48.6,39.7,5.44,0.87,16.04
Maize,Bihar,959.8,33.6,150.8,35.1,42.1,5.9,6.52,14.06
Rice,Maharashtra,859.9,39.2,90.0,58.2,36.7,4.69,5.96,20.19
Maize,West Bengal,413.7,18.0,118.3,60.8,22.2,6.53,9.11,17.98
Wheat,Uttar Pradesh,704.4,26.6,120.3,38.1,40.6,5.15,6.98,15.55
Rice,Punjab,660.3,30.6,48.5,85.7,17.0,5.72,0.51,14.41
Wheat,Maharashtra,265.1,12.4,102.3,85.5,42.4,6.23,9.13,14.54
Maize,Uttar Pradesh,994.8,19.7,140.2,99.1,51.7,4.77,6.24,14.2
Wheat,Maharashtra,499.7,23.1,180.1,38.5,25.8,5.66,7.05,14.03
Maize,Madhya Pradesh,1049.3,22.3,144.3,55.3,30.3,4.75,2.88,15.67
Wheat,Bihar,248.0,28.6,86.5,87.9,30.1,5.36,5.44,10.95
Maize,Punjab,958.1,15.2,43.1,72.3,21.6,4.72,9.69,11.21
Maize,Uttar Pradesh,1108.2,19.4,69.7,48.5,54.1,5.24,2.36,13.11
Wheat,Madhya Pradesh,617.5,22.0,172.3,49.3,53.9,6.06,6.0,15.83
Rice,Madhya Pradesh,1040.4,33.7,45.7,52.8,40.6,5.21,1.83,18.88
Wheat,Punjab,869.1,28.8,70.9,30.9,24.8,5.4,6.04,9.39
Rice,West Bengal,881.7,26.4,125.9,61.4,27.0,5.19,8.35,20.5
Maize,Bihar,511.9,19.4,157.7,46.0,30.2,6.3,5.7,16.31
Maize,Maharashtra,963.5,28.2,134.5,27.7,37.5,4.78,1.38,15.37
Maize,Bihar,281.5,29.6,155.6,86.1,51.5,5.39,4.46,14.24
Rice,Maharashtra,701.5,38.9,90.2,52.7,33.8,5.97,5.06,18.02
Wheat,West Bengal,394.8,28.9,105.6,42.6,15.9,6.42,5.26,16.38
Maize,West Bengal,382.8,21.3,61.4,89.8,53.7,7.43,1.1,14.6
Wheat,Punjab,303.7,22.9,92.5,44.7,62.4,5.62,8.38,13.89
Wheat,Bihar,523.6,16.7,76.9,36.0,40.8,5.16,7.52,15.83
Rice,West Bengal,1552.0,36.6,120.5,73.8,64.2,5.71,5.39,20.72
Maize,West Bengal,278.4,17.5,45.4,51.5,56.0,6.35,1.12,12.46
Maize,Bihar,709.0,28.6,150.9,36.5,25.1,6.93,1.6,18.68
Maize,Maharashtra,808.5,33.3,47.5,35.9,18.0,6.25,8.13,14.94
Rice,Bihar,1758.7,33.3,161.7,26.9,28.1,5.7,0.9,15.87
Rice,Maharashtra,1070.9,25.9,126.4,61.3,34.9,6.16,9.39,24.24
Wheat,Uttar Pradesh,785.7,24.1,89.8,84.9,39.4,5.69,5.09,13.72
Wheat,Maharashtra,414.4,24.9,141.7,35.7,46.1,7.16,7.76,15.45
Wheat,Maharashtra,807.2,27.4,79.2,90.5,61.8,6.46,0.95,11.91
Rice,Madhya Pradesh,1412.3,23.4,63.9,53.5,32.0,6.2,2.57,21.38
Rice,Bihar,1390.1,25.3,49.9,71.4,52.2,6.32,2.44,22.1
Wheat,Bihar,360.2,22.4,92.0,67.3,45.1,7.17,2.9,17.67
Maize,Madhya Pradesh,493.9,20.6,167.3,32.0,22.0,5.92,8.08,15.64
Wheat,Punjab,511.3,19.2,111.3,48.0,44.3,6.2,2.78,19.02
Wheat,Uttar Pradesh,240.5,17.9,87.9,80.1,60.9,5.17,1.43,11.88
Rice,Madhya Pradesh,821.4,19.5,119.8,43.3,30.4,4.69,6.16,16.59
Rice,West Bengal,1946.2,30.5,104.6,56.6,54.5,5.23,7.24,20.97
Wheat,Punjab,196.3,17.8,146.2,27.4,50.5,7.5,5.9,15.19
Maize,Bihar,280.7,30.7,164.5,75.0,33.7,7.0,6.5,13.44
Wheat,West Bengal,416.5,19.4,125.2,41.5,36.1,6.32,3.75,18.91
Maize,Maharashtra,962.2,31.7,170.2,83.7,24.2,6.3,6.35,11.01
Wheat,Madhya Pradesh,726.5,14.4,74.2,30.4,52.8,7.35,2.3,13.82
Maize,Maharashtra,609.8,19.1,164.5,54.8,23.1,6.51,2.45,17.35
Maize,Punjab,335.8,30.5,137.7,29.6,41.7,7.58,9.27,14.18
Maize,Uttar Pradesh,1074.0,29.5,160.9,103.3,51.8,6.39,8.2,13.17
Rice,Uttar Pradesh,881.6,28.6,79.4,46.0,33.9,6.17,2.59,20.51
Wheat,Punjab,467.3,15.6,140.9,65.1,50.5,7.69,1.46,19.55
Wheat,Madhya Pradesh,900.7,30.4,160.5,75.0,43.5,5.92,8.82,12.12
Maize,Uttar Pradesh,588.0,20.6,157.5,64.6,39.3,5.02,2.57,19.66
Wheat,Punjab,381.6,23.5,127.9,53.4,47.4,7.44,6.38,18.67
Rice,Madhya Pradesh,1664.4,26.2,111.3,67.0,15.2,5.92,7.46,19.77
Maize,Uttar Pradesh,902.1,26.9,80.7,103.3,46.9,5.11,8.38,15.22
Rice,Punjab,879.0,28.7,75.6,44.6,46.5,5.53,4.26,19.92
Wheat,Madhya Pradesh,338.7,16.7,170.0,61.4,50.1,7.23,4.23,16.56
Maize,Maharashtra,414.6,17.5,88.3,51.5,33.1,6.08,4.65,15.47
Wheat,Punjab,189.2,29.4,135.9,64.2,51.4,6.0,6.24,15.86
Rice,Uttar Pradesh,1511.3,26.4,133.1,26.7,62.4,6.53,8.82,20.94
Wheat,West Bengal,660.5,21.2,96.5,43.0,50.0,6.95,8.56,19.02
Wheat,West Bengal,552.1,25.0,115.0,49.7,18.4,5.5,7.72,18.34
Wheat,Punjab,205.8,26.3,44.1,51.7,62.3,6.49,9.16,14.42
Wheat,Uttar Pradesh,717.7,15.5,131.5,59.7,36.0,6.96,7.1,17.38
Maize,Bihar,780.0,28.4,122.4,38.0,61.1,5.18,5.87,17.2
Wheat,West Bengal,518.0,24.4,165.5,68.5,59.8,7.65,5.89,16.85
Rice,Madhya Pradesh,696.7,42.0,115.3,32.7,46.9,5.15,1.1,14.84
Maize,Madhya Pradesh,929.4,25.2,105.0,74.3,40.1,6.62,8.13,16.69
Wheat,Punjab,631.6,21.0,62.0,61.6,17.2,6.31,8.03,16.46
Maize,Punjab,867.7,30.7,159.4,47.9,57.5,5.65,2.72,12.11
Maize,Bihar,568.7,15.2,47.9,55.4,44.3,5.19,1.51,16.15
Wheat,Bihar,650.9,18.2,100.5,43.9,37.7,7.13,5.64,18.63
Maize,Uttar Pradesh,1092.1,29.8,44.0,33.3,25.1,4.93,5.11,10.74
Rice,Madhya Pradesh,410.8,41.3,50.1,52.0,24.6,5.97,3.16,14.57
Wheat,Bihar,470.5,19.4,141.2,62.9,29.4,5.41,8.36,15.4
Wheat,Bihar,626.7,22.5,155.7,28.0,35.2,7.82,8.94,15.54
Maize,Punjab,209.6,23.9,92.4,50.8,64.6,6.86,2.93,15.2
Maize,Bihar,728.7,17.7,181.8,31.4,59.7,6.16,2.62,15.41
Rice,Bihar,1013.3,19.0,90.7,38.8,45.1,5.18,8.94,15.85
Wheat,Bihar,629.0,24.2,60.7,59.2,26.4,5.15,8.74,15.17
Wheat,Bihar,620.1,22.9,151.7,60.6,57.4,5.37,8.66,15.04
Wheat,Uttar Pradesh,269.3,31.1,149.6,49.6,29.4,6.32,7.35,12.73
Maize,Uttar Pradesh,820.4,26.0,74.7,27.5,57.7,6.16,6.38,15.18
Maize,Madhya Pradesh,1095.0,17.6,89.3,57.7,64.2,4.93,1.56,12.09
Maize,Madhya Pradesh,987.4,24.9,103.6,64.0,21.5,5.02,6.78,17.33
Maize,Madhya Pradesh,745.4,27.9,108.7,69.3,46.4,5.39,9.37,18.95
Rice,Madhya Pradesh,785.6,29.1,158.7,63.0,17.5,5.77,3.46,17.34
Wheat,Uttar Pradesh,543.9,29.2,66.8,27.8,24.0,5.35,9.81,12.79
Maize,West Bengal,634.5,33.4,150.6,85.6,39.7,7.39,6.02,16.55
Rice,Punjab,1082.8,24.5,126.1,86.7,31.6,6.05,3.31,20.29
Rice,Madhya Pradesh,1508.3,35.7,52.1,46.5,52.0,6.46,5.67,21.6
Maize,Uttar Pradesh,546.5,24.3,144.2,74.9,45.2,6.36,2.41,22.19
Rice,Uttar Pradesh,1054.4,17.6,135.7,23.9,58.2,4.73,5.54,15.79
Wheat,Maharashtra,862.7,24.4,42.4,56.2,60.1,5.83,1.29,12.51
Maize,Bihar,988.2,26.6,179.7,81.1,50.9,4.91,3.11,15.34
Wheat,Uttar Pradesh,232.7,25.4,152.6,83.4,59.2,6.16,2.92,12.96
Maize,Maharashtra,753.2,31.5,70.2,34.8,17.1,6.87,9.06,13.46
Rice,Maharashtra,1638.2,29.1,164.5,57.4,52.0,6.71,7.62,18.44
Maize,Madhya Pradesh,666.2,27.0,152.7,34.9,16.2,7.62,7.46,16.76
Wheat,Madhya Pradesh,361.6,31.2,178.8,57.6,62.7,6.22,8.57,13.56
Rice,Uttar Pradesh,1969.6,40.7,114.1,59.2,24.8,6.7,5.24,16.37
Rice,Uttar Pradesh,982.1,43.7,83.0,21.9,40.2,4.88,3.1,15.86
Rice,Uttar Pradesh,827.9,30.8,54.3,66.8,20.8,5.94,1.02,16.89
Rice,Punjab,1093.9,29.1,57.9,26.5,48.0,6.3,6.8,18.93
Maize,Uttar Pradesh,432.1,18.0,174.6,84.7,36.1,5.01,1.82,13.13
Rice,Uttar Pradesh,1519.4,39.3,43.5,35.6,50.3,6.07,5.21,19.04
Rice,Madhya Pradesh,1303.3,38.7,167.3,47.2,49.2,5.24,6.69,19.84
Wheat,Bihar,828.9,27.2,44.4,24.0,53.9,5.12,4.96,11.34
Wheat,Bihar,838.5,25.1,40.6,42.2,52.9,6.42,4.95,12.02
Wheat,Maharashtra,384.6,27.8,52.2,74.4,26.7,7.99,0.55,13.13
Wheat,Maharashtra,707.9,27.0,169.4,25.7,43.1,7.46,2.56,14.58
Maize,Maharashtra,716.3,15.0,169.5,43.2,18.5,6.68,2.34,16.96
Wheat,Punjab,477.4,27.4,127.2,67.8,15.6,7.74,1.89,17.25
Maize,West Bengal,581.5,29.1,56.1,48.1,55.2,4.94,3.21,15.86
Rice,Bihar,1079.2,40.7,156.4,84.8,41.2,5.79,4.17,19.66
Wheat,West Bengal,463.0,26.7,145.6,80.5,51.7,8.08,5.23,13.68
Maize,West Bengal,827.5,23.1,149.9,48.6,38.7,7.67,2.2,16.98
Maize,Madhya Pradesh,521.5,32.0,167.8,67.1,37.4,5.49,4.87,17.65
Wheat,Punjab,737.7,28.7,122.4,28.0,29.5,7.8,3.8,15.22
Rice,Bihar,1606.8,37.4,95.7,66.6,45.2,6.51,7.33,21.46
Wheat,West Bengal,893.3,13.9,77.8,26.9,55.0,8.2,3.32,10.33
Wheat,West Bengal,322.5,31.2,143.4,65.8,51.0,6.39,7.95,15.69
Rice,Maharashtra,580.6,36.9,47.8,77.5,54.6,5.02,5.42,11.97
Rice,Maharashtra,1165.7,27.2,171.6,65.7,56.0,5.77,2.66,21.63
Wheat,Uttar Pradesh,359.8,24.7,152.6,27.3,60.8,5.19,7.04,13.58
Rice,Maharashtra,497.0,35.0,92.3,66.3,31.7,5.8,4.85,19.52
Maize,Bihar,355.7,27.7,91.2,91.7,52.2,6.1,8.53,17.12
Maize,Uttar Pradesh,677.1,14.9,82.3,45.1,26.0,7.06,2.89,14.42
Wheat,West Bengal,417.0,25.2,69.4,24.1,54.4,7.65,0.72,16.52
Maize,West Bengal,917.1,22.9,173.7,54.6,64.2,6.36,9.9,13.49
Wheat,Punjab,781.0,17.8,148.5,58.6,60.4,7.63,0.89,15.02
Maize,West Bengal,574.8,25.9,152.6,62.0,64.8,6.6,3.43,20.15
Maize,Uttar Pradesh,457.8,17.9,176.2,89.4,18.0,6.23,3.04,14.23
Wheat,Bihar,792.7,18.6,58.3,37.0,41.3,7.99,3.36,13.27
Wheat,Bihar,163.7,29.5,142.0,60.2,35.9,8.21,7.5,13.03
Rice,Madhya Pradesh,1308.4,28.1,55.5,61.9,49.7,5.67,4.36,21.77
Maize,West Bengal,620.1,22.7,72.8,30.1,33.5,5.8,7.19,18.03
Maize,Madhya Pradesh,424.7,21.9,133.8,77.9,37.6,5.99,4.49,19.11
Wheat,Uttar Pradesh,579.3,17.4,138.0,66.0,40.0,5.27,9.4,18.1
Wheat,Madhya Pradesh,883.0,13.6,60.6,72.2,37.2,7.6,1.84,13.69
Rice,Bihar,710.6,40.7,103.2,61.9,32.4,5.39,2.43,17.08
Rice,Punjab,1097.1,35.8,160.1,71.2,22.9,5.58,2.0,19.29
Wheat,Punjab,895.5,21.9,131.7,68.1,56.3,6.47,5.23,16.62
Maize,Bihar,552.4,26.8,116.7,27.3,24.5,6.79,4.94,21.08
Rice,Bihar,1880.2,35.6,115.6,47.5,55.4,6.43,4.95,19.03
Rice,Bihar,824.2,28.8,135.6,40.0,60.7,5.43,2.38,20.11
Wheat,Maharashtra,666.0,28.4,110.6,25.0,35.8,6.18,9.86,17.6
Wheat,West Bengal,646.2,18.6,144.8,84.8,60.9,5.59,2.44,16.25
Rice,Punjab,1170.6,17.6,150.7,90.8,41.0,5.64,4.23,21.72
Wheat,Madhya Pradesh,762.1,10.5,114.8,66.4,50.6,6.26,3.31,14.36
Wheat,Maharashtra,175.4,28.9,64.7,64.4,43.1,7.07,5.85,13.34
Rice,Madhya Pradesh,1973.7,25.9,107.1,62.1,34.1,5.92,1.5,21.25
Maize,Punjab,1057.3,31.6,81.6,62.6,59.1,6.7,6.55,13.22
Maize,Punjab,967.5,25.3,89.8,61.3,36.5,5.68,4.45,16.95
Wheat,West Bengal,667.3,12.1,175.5,42.4,32.1,5.8,1.3,13.19
Wheat,Uttar Pradesh,723.6,14.5,89.6,47.9,52.1,7.36,8.42,15.68
Wheat,Uttar Pradesh,352.6,28.3,91.4,30.2,55.0,5.29,4.35,11.7
Maize,Bihar,685.8,21.0,156.2,98.3,40.7,6.83,9.34,18.4
Wheat,Madhya Pradesh,867.0,29.9,181.6,31.1,14.2,6.48,7.47,11.2
Maize,Punjab,689.2,25.1,98.8,101.2,16.5,5.93,8.65,20.49
Wheat,Bihar,314.2,22.6,159.8,25.6,57.4,6.18,4.36,14.0
Wheat,Punjab,854.4,27.0,144.6,54.6,59.9,6.63,9.34,14.52
Wheat,Bihar,514.7,15.6,89.7,20.4,31.9,5.48,1.72,16.07
Wheat,West Bengal,622.1,22.1,72.3,54.8,42.0,7.67,4.88,17.68
Wheat,Uttar Pradesh,593.3,11.5,48.4,71.6,19.4,5.86,5.24,15.31
Maize,Madhya Pradesh,1006.0,33.5,130.1,85.5,39.8,5.39,9.16,15.04
Maize,Bihar,832.7,17.1,105.3,61.1,56.6,6.09,4.36,16.97
Wheat,Uttar Pradesh,693.3,24.6,74.4,22.8,56.5,7.85,9.8,13.28
Rice,Bihar,1251.9,26.2,177.7,53.7,33.0,6.34,6.68,21.83
Rice,Uttar Pradesh,1391.1,29.7,178.7,56.7,33.6,5.65,5.71,18.69
Maize,Punjab,1039.6,24.7,47.4,56.4,22.2,5.75,5.68,14.42
Maize,Madhya Pradesh,471.9,17.2,68.3,47.7,40.7,4.88,8.62,14.64
Wheat,West Bengal,384.1,29.6,109.1,63.6,49.5,7.84,1.73,18.17
Maize,Punjab,946.2,32.4,62.6,65.8,20.2,7.08,4.42,12.34
Maize,Uttar Pradesh,258.2,24.6,116.7,59.5,62.5,4.72,8.58,17.07
Maize,Uttar Pradesh,566.1,19.6,106.9,81.6,62.6,4.8,5.55,18.1
Wheat,Punjab,856.1,24.8,55.5,43.2,18.4,7.0,9.98,14.17
Maize,West Bengal,404.8,32.9,102.9,36.4,24.2,6.74,9.88,16.22
Maize,Madhya Pradesh,949.6,18.2,71.3,102.1,60.5,7.13,2.15,11.95
Wheat,West Bengal,637.3,28.4,151.8,86.4,50.7,6.34,9.24,15.11
Rice,Maharashtra,1667.5,32.1,64.9,71.0,50.4,5.95,2.64,19.25
Maize,Bihar,670.1,27.7,95.7,67.0,52.8,5.42,2.36,21.18
Rice,Uttar Pradesh,1787.5,25.5,181.0,84.5,38.8,6.46,5.48,16.21
Rice,West Bengal,1075.5,33.9,171.1,90.0,47.2,6.41,3.56,18.84
Maize,Madhya Pradesh,388.7,16.9,115.6,102.1,38.7,7.09,4.99,14.61
Wheat,Maharashtra,858.3,20.3,77.9,90.1,35.6,6.27,0.83,13.34
Maize,Maharashtra,587.7,29.6,125.1,24.1,52.9,6.13,5.41,18.97
Maize,Punjab,257.8,18.5,85.4,86.5,26.8,7.15,7.99,11.04
Maize,Uttar Pradesh,267.6,31.2,116.5,57.3,34.3,4.76,5.43,15.26
Wheat,Maharashtra,584.5,29.0,125.9,21.8,50.9,8.03,6.6,16.71
Wheat,West Bengal,367.3,19.1,122.7,58.8,43.0,7.92,3.14,18.88
Rice,Maharashtra,1262.4,43.5,40.6,21.2,64.6,6.12,1.71,17.24
Rice,Maharashtra,1727.9,24.2,44.5,78.6,39.8,5.48,0.61,15.99
Rice,Punjab,1832.5,37.4,102.0,34.8,16.3,5.82,8.24,15.2
Maize,West Bengal,971.2,19.6,149.7,103.0,62.7,6.51,1.94,13.64
Maize,Madhya Pradesh,807.2,24.5,177.2,35.5,17.4,7.14,0.54,16.48
Rice,Bihar,668.0,42.5,121.7,54.7,33.6,6.43,1.84,18.32
Wheat,Maharashtra,587.1,21.2,86.0,40.0,35.2,7.92,1.79,16.83
